LINEAR ACCELERATION X,LINEAR ACCELERATION Y,LINEAR ACCELERATION Z,LIGHT (lux),PROXIMITY (i),SOUND LEVEL (dB),YYYY-MO-DD HH-MI-SS_SSS
0.022,-0.0275,-0.0298,47.421,2,63.935,15:28:19:134
0.0595,0.0016,-0.0101,46.8396,2,64.123,15:28:20:135
-0.0052,0.0095,-0.021,47.4187,2,62.8,15:28:21:134
0.0047,-4.00E-04,0.0109,47.5826,2,63.767,15:28:22:133
0.0434,5.00E-04,0.0083,47.5793,2,61.393,15:28:23:135
-0.0221,0.0056,-0.0413,47.4158,2,63.179,15:28:24:135
0.0055,-0.0118,-0.0051,47.585,2,61.93,15:28:25:134
0.001,0.0202,-0.0456,46.5742,2,63.811,15:28:26:136
0.0446,0.0529,-0.0465,45.5679,2,65.288,15:28:27:133
-0.0533,0.0152,0.018,45.8675,2,66.98,15:28:28:134
-0.2261,-0.0995,-0.0221,52.5662,2,65.306,15:28:29:133
-0.0103,-0.0138,0.009,51.8602,2,67.302,15:28:30:134
0.0044,0.0267,-0.0504,52.8387,2,68.414,15:28:31:134
-0.0149,-0.0114,0.0054,53.1321,2,71.996,15:28:32:134
-0.0049,0.1268,-0.0105,52,2,65.669,15:28:33:133
0.0034,-0.0334,-0.0379,52.4321,2,65.329,15:28:34:133
0.0027,0.0349,0.0434,53,2,15.446,15:28:35:134
-0.0105,-0.0137,-0.0353,52.4209,2,36.966,15:28:36:134
0.0148,0.0051,-0.002,53,2,19.716,15:28:37:135
-0.0047,0.0186,0.0157,52.4254,2,15.391,15:28:38:136
-0.0082,0.0054,0.085,53.4202,2,15.449,15:28:39:134
-0.012,0.0248,-0.0121,52.4326,2,20.376,15:28:40:134
0.0054,0.0034,0.0186,52.4332,2,15.615,15:28:41:134
-0.0146,0.0286,-0.0095,53.1312,2,15.507,15:28:42:139
0.0175,-0.0088,0.0233,53,2,15.547,15:28:43:134
-0.0014,-0.0226,0.0061,52.8364,2,15.424,15:28:44:134
0.0424,0.0097,0.0341,53.4173,2,15.416,15:28:45:135
0.0053,0.0134,-0.003,53.5832,2,15.371,15:28:46:134
0.0225,-0.0058,-0.0672,52.4194,2,15.509,15:28:47:134
-0.0471,0.0098,-0.043,53,2,15.453,15:28:48:134
0.0212,0.0314,-0.0244,52.8382,2,15.413,15:28:49:135
-0.0072,-0.0074,-0.012,53,2,15.5,15:28:50:134
0.0016,-0.0094,-0.0091,53.1644,2,15.506,15:28:51:137
0.002,-0.0186,0.0247,53.4203,2,15.556,15:28:52:135
0.0148,-0.0169,0.0419,53.5863,2,15.405,15:28:53:135
-0.0145,0.012,0.0701,53.4114,2,15.488,15:28:54:134
0.0071,-0.0259,-0.0206,53.5807,2,15.376,15:28:55:134
0.0197,-0.0271,0.0096,53.4239,2,15.427,15:28:56:136
0.0298,0.0202,0.0591,54,2,15.429,15:28:57:134
0.0013,-0.0096,-0.0351,53.1595,2,15.439,15:28:58:136
0.0096,-0.0552,0.0179,53.4156,2,15.401,15:28:59:135
0.0433,-0.0506,0.0714,53.5801,2,15.423,15:29:00:135
0.0054,-0.0192,0.0106,53.419,2,15.591,15:29:01:134
0.0293,-0.0024,-0.0371,53.5811,2,15.451,15:29:02:134
0.0182,0.0098,0.0069,53.1606,2,15.473,15:29:03:134
0.012,-0.0193,-0.0676,52,2,15.424,15:29:04:135
0.0088,-0.0442,0.0154,52.8528,2,15.385,15:29:05:134
-0.0281,-0.0069,0.0204,53.5804,2,15.883,15:29:06:134
-0.0062,-0.0153,-0.0054,53.1785,2,19.214,15:29:07:135
-0.0363,0.0274,-0.0677,53.4191,2,15.391,15:29:08:135
0.009,-0.0222,0.1029,53.5821,2,15.455,15:29:09:135
0.0323,0.0072,-0.039,52.8455,2,15.28,15:29:10:135
0.0177,0.0159,-0.0512,53.656,2,15.529,15:29:11:135
-0.0059,-0.0374,-0.0089,52.8573,2,40.102,15:29:12:134
0.0312,-0.0316,-0.0522,54,2,36.23,15:29:13:135
-0.0215,-0.0146,-0.0043,52.5818,2,17.866,15:29:14:134
0.0036,0.015,-0.0126,53.1561,2,65.301,15:29:15:134
-0.0055,-0.0219,-0.0244,53,2,67.862,15:29:16:134
0.0056,-0.0098,0.0051,52.4279,2,57.237,15:29:17:134
-0.0237,0.0251,0.0015,52.5793,2,55.764,15:29:18:134
0.0155,0.0361,-0.0806,52.5845,2,62.693,15:29:19:142
0.0224,-0.0227,-0.0014,52.582,2,67.561,15:29:20:135
-0.0121,0.0678,-0.0126,52.4203,2,54.515,15:29:21:135
0.0302,-0.0211,0.0271,53.3967,2,60.582,15:29:22:135
-0.0274,0.0164,0.0039,52.5782,2,55.452,15:29:23:134
-0.0052,0.0483,3.00E-04,52.4198,2,60.694,15:29:24:136
0.04,0.0073,0.0062,52.4212,2,64.785,15:29:25:135
-0.0074,0.0232,-0.0012,52.5804,2,62.227,15:29:26:136
0.0246,-4.00E-04,-0.033,52.5795,2,58.061,15:29:27:134
0.0354,-0.0189,-0.0062,52.8513,2,60.37,15:29:28:134
0.0187,-0.01,-0.0062,52.5848,2,57.206,15:29:29:134
-0.0295,0.0144,-0.0243,52.4188,2,60.571,15:29:30:135
0.0086,-0.0167,0.0235,53.1586,2,65.901,15:29:31:134
0.001,0.0046,-0.0025,53,2,65.671,15:29:32:136
0.0067,0.0073,0.0108,53.1564,2,64.668,15:29:33:134
0.0039,0.0711,0.0688,53,2,65.062,15:29:34:134
0.0234,-0.0294,-0.0165,53.1937,2,62.64,15:29:35:135
-0.0105,-0.0149,-0.0239,52.8365,2,66.275,15:29:36:134
-0.0118,0.0443,-0.0015,54,2,61.872,15:29:37:136
-0.0202,0.0011,-0.0593,53.5801,2,51.505,15:29:38:134
0.0192,-0.0062,0.046,52.8387,2,60.511,15:29:39:135
-0.0119,-0.0235,0.0144,53.4177,2,53.915,15:29:40:135
0.0139,0.0019,-0.019,53.1614,2,52.546,15:29:41:135
-0.0161,-0.0194,-0.0179,51.5665,2,65.498,15:29:42:134
-0.0158,-0.035,-0.0113,52.8377,2,63.288,15:29:43:134
0.0075,-0.0068,0.0022,53.4239,2,58.882,15:29:44:134
-0.0218,-0.0047,-0.0333,53.1615,2,60.518,15:29:45:134
-0.0031,0.0162,0.0712,54,2,59.685,15:29:46:135
3.00E-04,0.0078,0.0532,53.5791,2,57.018,15:29:47:134
0.0203,0.0089,-0.0255,52.5971,2,60.846,15:29:48:136
0.0012,-0.0121,-0.0295,53.4191,2,58.531,15:29:49:134
0.0363,0.0213,0.0123,53.5797,2,62.068,15:29:50:137
0.0407,-0.0262,-0.0143,53.4015,2,59.795,15:29:51:135
0.0027,0.0068,-0.0329,53.4085,2,51.106,15:29:52:134
-0.0461,0.0151,0.0479,52.4189,2,67.764,15:29:53:136
0.0282,0.023,0.0448,54.5792,2,55.657,15:29:54:134
-0.049,0.0348,0.031,53.4213,2,61.057,15:29:55:135
0.046,0.0196,-0.0264,53.4084,2,57.621,15:29:56:134
-6.00E-04,0.0289,0.0095,53.5829,2,60.994,15:29:57:135
0.0234,0.0024,0.0025,53.5866,2,55.639,15:29:58:135
-0.0145,-0.0286,0.0011,52.4264,2,63.837,15:29:59:134
-0.0199,0.0032,0.0436,53.5776,2,65.468,15:30:00:136
-0.0147,-0.0466,-0.0312,54.3994,2,64.776,15:30:01:134
-6.00E-04,0.0106,0.04,54.157,2,63.221,15:30:02:135
-0.0603,0.0348,-0.0029,54.1365,2,67.161,15:30:03:134
-0.0191,0.0145,0.0018,52.3985,2,60.767,15:30:04:134
0.0285,0.0161,-0.0446,54.1689,2,63.588,15:30:05:134
0.0166,0.0186,0.023,52.8414,2,58.929,15:30:06:135
0.0071,-0.0186,0.0448,54.5709,2,52.246,15:30:07:133
-0.0048,0.0032,0.0204,53.8433,2,57.33,15:30:08:137
-0.0103,-0.0334,0.0147,54.5871,2,53.46,15:30:09:137
-0.0154,0.0146,0.0536,54.5818,2,56.945,15:30:10:135
0.0038,0.0171,0.0078,54.5848,2,52.178,15:30:11:135
-0.0103,-0.0319,0.0581,53.8594,2,45.116,15:30:12:134
-0.0276,-0.0345,-0.0556,54.4276,2,32.181,15:30:13:134
0.0199,-0.0016,0.0325,55.166,2,55.458,15:30:14:134
-0.0168,-0.0169,-0.0207,54.5719,2,55.902,15:30:15:134
0.0075,0.0281,-0.0421,54.43,2,62.281,15:30:16:134
0.0402,-0.054,0.0451,55,2,62.75,15:30:17:134
-0.0252,0.0188,0.0489,55.137,2,60.231,15:30:18:134
-0.008,0.005,-0.036,54,2,61.757,15:30:19:134
-0.0072,0.0167,0.0633,54.5813,2,59.757,15:30:20:135
-0.005,-0.0196,0.0466,54.5751,2,58.386,15:30:21:134
-0.0276,-0.02,0.0597,54.4228,2,44.975,15:30:22:135
-0.0227,-0.0194,-0.0515,54.1602,2,52.748,15:30:23:136
0.01,-0.022,-0.0451,54,2,56.62,15:30:24:135
0.0619,-0.012,0.0121,53.4196,2,63.044,15:30:25:135
0.032,-0.0378,-0.0846,54,2,64.191,15:30:26:134
0.0085,0.0222,0.0056,53,2,68.476,15:30:27:135
0.0268,-0.0425,0.0575,54.5876,2,48.841,15:30:28:135
-0.019,-0.0069,0.0173,52.8417,2,57.832,15:30:29:134
0.001,0.0325,-0.0534,54.4026,2,65.118,15:30:30:134
-0.0026,-0.0037,0.0183,53.4202,2,69.805,15:30:31:136
0.0393,0.0049,-0.0069,53.58,2,65.951,15:30:32:134
-0.0069,-0.0338,0.0692,53.5806,2,59.555,15:30:33:134
0.0173,0.0182,0.0485,54.5813,2,63.762,15:30:34:136
0.018,-0.0216,0.0107,53.4207,2,63.407,15:30:35:135
0.0192,-0.024,0.021,53.8436,2,58.933,15:30:36:134
0.0156,0.0085,0.0389,54.4218,2,65.62,15:30:37:136
0.0097,0.009,0.0529,54.1613,2,60.789,15:30:38:135
0.0314,-0.0091,-0.0093,52.8417,2,58.364,15:30:39:136
0.0017,0.0582,-0.0272,54.5654,2,62.308,15:30:40:134
-0.0138,0.0103,2.00E-04,53.1641,2,55.185,15:30:41:134
-0.0392,-0.025,0.0338,52.8465,2,69.733,15:30:42:133
-0.034,0.0026,0.002,53.5755,2,64.864,15:30:43:135
0.0098,-0.0141,-0.0689,53.4201,2,60.607,15:30:44:135
0.002,-0.0028,-0.0386,52.157,2,63.487,15:30:45:135
-0.0062,-0.0075,-0.0064,53.1524,2,63.505,15:30:46:134
-4.00E-04,0.0035,-0.0108,52.835,2,58.124,15:30:47:135
-0.0397,-0.0074,-0.0173,53.5861,2,61.693,15:30:48:135
-0.0262,-0.0015,-0.0851,53.8396,2,61.311,15:30:49:135
-0.0076,-0.0268,0.0185,53.5807,2,56.515,15:30:50:135
0.0229,0.0039,-0.0063,53,2,59.526,15:30:51:134
-0.0176,-0.022,-0.0085,53.1379,2,60.658,15:30:52:134
-0.0103,-0.0048,-0.0427,53.5816,2,59.453,15:30:53:135
0.0234,0.0215,-0.0535,53.4144,2,61.006,15:30:54:134
3.00E-04,-0.0084,-0.0097,53.8476,2,62.33,15:30:55:135
-0.0051,-0.0074,-0.0463,54,2,63.707,15:30:56:135
-0.0279,0.025,0.053,53.5824,2,60.541,15:30:57:134
0.0134,-0.0095,-0.0271,52.4192,2,61.863,15:30:58:135
-0.018,-0.0143,-0.029,53.4199,2,62.605,15:30:59:134
0.0061,0.025,-0.0452,53,2,59.15,15:31:00:135
-0.0033,-0.0244,0.0332,53.5804,2,65.227,15:31:01:135
8.00E-04,0.0233,-0.0384,53.5801,2,67.374,15:31:02:135
-0.0245,0.0082,0.0343,51.8419,2,55.097,15:31:03:134
-0.0283,0.0199,-0.0564,52.5744,2,63.884,15:31:04:136
0.0083,-0.0269,0.0509,52.4178,2,53.093,15:31:05:135
-0.048,0.0115,-0.022,52.8414,2,62.354,15:31:06:135
0.0087,-0.0081,0.0503,53.1727,2,60.629,15:31:07:135
-0.0025,-0.0066,0.0235,52.5806,2,58.701,15:31:08:134
-0.0083,0.0169,-0.0152,53,2,59.238,15:31:09:135
0.0279,0.008,-0.0279,52.3224,2,63.96,15:31:10:134
-0.0094,-0.0065,0.0052,53.4202,2,62.164,15:31:11:134
-0.0067,0.0233,0.0031,53.4195,2,63.404,15:31:12:135
0.0103,-0.0104,-0.0354,53.5754,2,65.544,15:31:13:134
-0.0312,0.0138,-0.0839,52.5804,2,63.361,15:31:14:135
0.003,-0.0307,-0.0147,53.42,2,59.966,15:31:15:135
-0.017,0.0117,0.0164,53.1581,2,57.944,15:31:16:134
-0.02,0.0093,0.0071,53.4175,2,61.578,15:31:17:135
0.0094,-0.016,0.0562,52,2,61.848,15:31:18:134
-8.00E-04,-0.024,-0.0392,53.1613,2,59.712,15:31:19:135
-0.0023,-0.0224,6.00E-04,51.4122,2,54.574,15:31:20:134
-0.0068,-0.0144,-0.028,51.4092,2,60.334,15:31:21:137
0.007,0.0155,-3.00E-04,52.5664,2,58.641,15:31:22:134
-0.0144,-0.0075,-0.0099,52.163,2,49.373,15:31:23:135
0.0013,0.0269,0.0304,52,2,61.715,15:31:24:134
0.0077,0.0399,-0.0278,52.4162,2,68.049,15:31:25:134
0.0206,-0.0021,0.0144,52.1816,2,54.499,15:31:26:136
0.0073,0.0232,-0.0069,53.4185,2,67.076,15:31:27:134
-0.0056,0.0223,-0.0256,53.4148,2,40.49,15:31:28:134
0.0019,-0.049,-0.0304,53,2,54.932,15:31:29:135
0.002,-0.0029,-0.055,53.1574,2,15.323,15:31:30:135
0.0162,-0.024,0.0324,53.4207,2,43.007,15:31:31:135
0.0057,0.0252,-0.0201,51.8592,2,47.894,15:31:32:134
0.0151,-0.0168,0.0468,53.4254,2,40.642,15:31:33:133
-0.0026,-0.041,-0.0429,53,2,17.174,15:31:34:135
0.0047,-0.0168,-0.0071,53.8395,2,48.373,15:31:35:134
-0.0026,-0.0141,0.0316,53.4215,2,29.3,15:31:36:135
-0.0235,0.0136,0.0408,54,2,35.89,15:31:37:135
0.0094,-0.0261,0.0127,52.8285,2,28.194,15:31:38:134
0.0022,-0.019,0.0017,53.4191,2,20.512,15:31:39:134
0.0251,0.034,-0.0138,53.5794,2,16.659,15:31:40:134
-0.005,0.0281,0.0148,52.8429,2,15.296,15:31:41:135
-0.0195,0.0076,-0.0158,53.5739,2,15.724,15:31:42:135
0.0203,0.0281,0.022,53.4207,2,17.223,15:31:43:135
-0.0145,0.0051,-0.0805,53.161,2,16.269,15:31:44:134
0.0026,0.0075,0.004,53.4189,2,21.528,15:31:45:135
0.0154,0.0206,0.0511,54,2,15.389,15:31:46:134
-0.0102,0.0233,0.0094,53.8665,2,15.427,15:31:47:133
-0.0107,-0.0102,0.0383,53.4206,2,33.621,15:31:48:134
-0.0029,0.0099,-0.0415,53.419,2,15.422,15:31:49:136
9.00E-04,-0.0184,0.0873,53.1561,2,19.647,15:31:50:148
0.0112,-0.0214,0.0439,53,2,15.476,15:31:51:135
-7.00E-04,-0.0125,-0.0041,52.8536,2,16.411,15:31:52:134
0.0062,-0.0097,-0.0257,53.5783,2,16.158,15:31:53:133
0.0133,0.0085,-0.0373,53,2,18.344,15:31:54:135
-0.0111,0.0097,0.0135,52.8339,2,16.032,15:31:55:134
0.0054,0.009,-0.0324,52.5789,2,17.001,15:31:56:135
0.0329,-0.0242,0.0076,52.5791,2,15.734,15:31:57:134
0.0042,0.0286,0.0233,53.1622,2,15.43,15:31:58:135
-0.0017,-0.0285,0.0279,52.5787,2,15.444,15:31:59:134
-0.0133,0.0178,0.0265,52.4208,2,15.605,15:32:00:135
0.0075,-0.0201,0.0238,52.1696,2,37.963,15:32:01:136
-0.0132,6.00E-04,-0.0269,52.5792,2,15.577,15:32:02:134
-0.0138,-1.00E-04,-0.0033,52,2,15.415,15:32:03:135
-0.0177,-0.0291,0.005,52.1689,2,15.611,15:32:04:134
-0.0133,0.0069,0.0043,51.5786,2,15.315,15:32:05:135
0.0084,0.0514,0.0568,51.4194,2,18.597,15:32:06:134
0.029,-0.0107,-0.0304,51.8499,2,15.911,15:32:07:133
-0.0303,-0.0021,0.0515,52,2,16.974,15:32:08:134
-0.0194,-0.0229,-0.0058,51.8354,2,16.156,15:32:09:134
-0.0348,-0.062,-0.0091,50.842,2,24.649,15:32:10:135
-0.0051,-0.0248,-0.052,52,2,20.296,15:32:11:134
0.0132,0.017,0.0027,52.1315,2,17.04,15:32:12:134
0.0182,-0.0282,-0.0071,53,2,16.424,15:32:13:135
-0.0084,0.0264,-0.0246,51.4176,2,16.161,15:32:14:134
0.0151,-3.00E-04,-0.0414,52.2646,2,16.472,15:32:15:135
0.0028,0.0321,-0.0218,53.5881,2,15.469,15:32:16:135
0.0196,0.0139,-0.041,53.4265,2,15.454,15:32:17:134
-0.0136,0.0371,-0.0279,54.1619,2,15.443,15:32:18:135
0.0245,-0.0221,-0.0187,52.5869,2,15.32,15:32:19:134
-0.0368,-0.0045,-0.0558,50.4194,2,71.96,15:32:20:134
0.0232,0.0231,-0.0261,51.8398,2,15.469,15:32:21:134
-0.0065,0.0267,-0.0566,51.5742,2,15.466,15:32:22:134
-0.0113,-0.002,0.009,53,2,15.421,15:32:23:134
0.0103,-0.0544,0.0061,51.8424,2,16.578,15:32:24:135
0.0108,0.017,-0.0353,53.1585,2,15.624,15:32:25:134
0.0153,-0.0092,0.0024,52.8211,2,15.485,15:32:26:137
0.0328,-0.0039,-0.0048,52.5777,2,15.282,15:32:27:136
-0.0172,0.0187,0.0565,52.5805,2,30.355,15:32:28:135
-0.0033,0.0132,0.0916,52,2,15.247,15:32:29:135
0.0123,0.009,-0.0139,51.4223,2,15.409,15:32:30:134
-0.0131,0.0117,-0.0111,52.5805,2,15.341,15:32:31:135
-0.0375,-0.007,0.0291,52,2,15.624,15:32:32:134
-0.0239,0.0519,-0.0234,51.8409,2,26.627,15:32:33:136
-3.00E-04,-0.0098,0.011,52.4212,2,38.724,15:32:34:135
-0.0049,0.0054,0.0369,52.5798,2,15.39,15:32:35:135
0.0298,0.0232,0.0093,51.8409,2,16.031,15:32:36:135
-0.006,-0.0195,0.0081,52.1584,2,15.377,15:32:37:135
0.0186,-0.0051,-0.0226,51,2,15.37,15:32:38:134
-0.0062,-0.0337,0.0192,51.4161,2,15.62,15:32:39:135
0.0303,-0.0129,0.0411,52.1612,2,15.415,15:32:40:135
0.0128,-0.0103,-0.0789,52.5811,2,15.418,15:32:41:134
-0.0042,0.0427,0.0098,52.5781,2,15.378,15:32:42:134
0.0293,0.0087,0.0218,51.8569,2,15.393,15:32:43:134
-0.0257,-0.0392,-0.0321,52.5741,2,15.499,15:32:44:134
0.0364,0.0082,-0.0364,51,2,15.371,15:32:45:134
0.028,0.0101,0.0155,52.1509,2,15.503,15:32:46:134
0.0051,-0.0322,0.054,52,2,16.094,15:32:47:135
-0.0031,-0.0078,-0.0187,52.15,2,17.444,15:32:48:134
0.0164,0.0378,0.0434,51.5702,2,16.191,15:32:49:135
0.0153,0.0141,0.0359,51.4205,2,17.306,15:32:50:134
1.00E-04,0.0194,0.0484,52.1393,2,15.772,15:32:51:133
0.0193,-0.0094,0.0148,51.8415,2,15.438,15:32:52:134
-0.0194,0.007,-0.0313,52.1366,2,15.342,15:32:53:134
0.0153,-0.0233,0.0321,52.5709,2,15.389,15:32:54:134
-0.013,0.0253,0.0474,52.4275,2,15.375,15:32:55:134
0.007,0.0038,0.0012,51.8429,2,15.384,15:32:56:134
-0.0098,-0.0213,0.0711,52.4251,2,15.373,15:32:57:134
-0.0115,0.0113,0.0148,52.5745,2,15.442,15:32:58:133
0.0099,-0.0069,0.0151,51.8464,2,15.443,15:32:59:134
-0.0048,-0.03,-0.0056,51.8206,2,15.538,15:33:00:134
-0.0146,0.0104,0.0708,52.43,2,15.512,15:33:01:133
0.0125,-0.0087,0.0515,52,2,16.544,15:33:02:134
0.0338,-0.0072,-0.0241,52,2,16.816,15:33:03:134
-0.027,-0.0054,-0.002,51.4315,2,15.664,15:33:04:134
-0.002,-0.0011,0.0033,51.8416,2,21.773,15:33:05:134
0.0171,0.0043,0.0089,51.5734,2,15.309,15:33:06:133
-0.001,0.0176,0.0673,51,2,15.375,15:33:07:134
0.0057,-0.0175,-0.0488,51.5801,2,15.416,15:33:08:134
0.006,-0.0194,-0.0315,51.1321,2,15.32,15:33:09:134
-0.0125,-0.0242,-0.0321,51.4211,2,15.297,15:33:10:135
-0.0135,-0.0187,-0.0874,51.58,2,18.672,15:33:11:134
-0.0043,-0.0466,-0.0061,51.139,2,15.399,15:33:12:133
0.0157,-0.0019,0.0393,50.5867,2,15.618,15:33:13:135
0.0124,-0.0051,0.0168,50.4276,2,15.368,15:33:14:135
-0.0388,-0.0246,0.0328,50.5795,2,15.903,15:33:15:135
-0.0021,-0.0038,0.0107,50,2,16.053,15:33:16:134
0.0122,0.0127,-0.0483,50.4172,2,15.945,15:33:17:134
0.0079,-0.0171,0.0459,49.5789,2,18.244,15:33:18:136
0.0037,0.0134,0.0189,48.8556,2,16.625,15:33:19:133
0.013,0.0029,0.0303,49.8313,2,16.471,15:33:20:134
0.0148,-0.0312,0.0307,50,2,16.593,15:33:21:134
-0.0135,0.0056,0.0285,49.1551,2,15.857,15:33:22:133
-0.0454,-0.0265,-0.0271,49.4188,2,15.373,15:33:23:139
-0.0041,-0.029,0.0032,49.573,2,15.296,15:33:24:136
0.0052,0.0265,-0.003,48.2563,2,15.362,15:33:25:134
-0.01,-0.0348,0.0217,50.4181,2,15.486,15:33:26:136
-0.0029,-0.0012,0.0072,50.5716,2,15.571,15:33:27:135
7.00E-04,0.0027,0.0193,49.158,2,15.46,15:33:28:134
-0.0127,-0.0049,0.0207,50.4072,2,15.382,15:33:29:135
-0.0095,-0.0449,-0.0228,51.1528,2,15.617,15:33:30:134
-0.0237,-0.0332,0.0054,50.157,2,15.376,15:33:31:135
0.0149,0.0052,0.0075,51,2,15.393,15:33:32:134
0.0263,0.0293,-0.0332,50.4296,2,15.803,15:33:33:134
0.0047,-0.0091,0.0479,48.8453,2,15.273,15:33:34:134
0.0135,-0.0135,-0.0283,47.5791,2,15.879,15:33:35:134
0.0098,-0.0308,0.0234,47.4304,2,15.281,15:33:36:136
0.0077,0.0022,-4.00E-04,47.8615,2,15.315,15:33:37:134
0.0177,0.0364,-0.0099,48.8433,2,15.186,15:33:38:134
-0.014,0.0145,0.0288,48.5723,2,15.328,15:33:39:134
0.0215,0.0097,-0.0955,48.4218,2,15.265,15:33:40:135
-0.0027,-0.0045,0.0595,48.5718,2,15.361,15:33:41:134
0.004,0.0028,-0.0188,47.8558,2,15.318,15:33:42:134
-5.00E-04,-0.0091,-0.03,48.4278,2,15.349,15:33:43:134
0.0059,-0.0126,0.0398,48.5706,2,15.422,15:33:44:134
0.0172,-0.0232,-0.041,48.1546,2,15.562,15:33:45:135
-0.0128,-0.0186,-0.0338,48,2,15.324,15:33:46:133
0.0076,0.0329,-0.0346,48.5791,2,15.439,15:33:47:134
-0.0069,-0.0506,-0.0442,47.8503,2,18.119,15:33:48:134
-0.0035,-0.0087,-0.0101,50.4252,2,15.324,15:33:49:134
-0.0162,0.0049,0.065,47,2,16.527,15:33:50:134
-0.0147,-0.0049,0.0153,46.8448,2,21.757,15:33:51:134
0.006,0.0103,0.0686,48.4244,2,16.702,15:33:52:135
0.0077,-0.0153,-4.00E-04,47.4192,2,18.457,15:33:53:135
0.0027,0.0078,-0.0181,48.1572,2,35.224,15:33:54:134
0.0056,-0.0159,-0.0108,46.8555,2,15.72,15:33:55:133
0.0197,0.0362,0.0424,46.4187,2,15.358,15:33:56:135
0.006,-0.0287,-9.00E-04,47,2,15.444,15:33:57:134
-0.0011,0.0171,-0.0532,46.8462,2,15.488,15:33:58:135
-0.0117,0.0266,0.0044,49.838,2,15.538,15:33:59:134
0.023,0.0202,-0.0504,48,2,15.433,15:34:00:143
-0.0102,-0.0138,0.029,48.4167,2,15.5,15:34:01:135
0.0021,-0.0282,-0.0384,48,2,15.478,15:34:02:135
-0.0223,-0.0025,-0.0399,49.5812,2,17.028,15:34:03:134
-0.006,0.0276,-0.0726,48.5816,2,15.897,15:34:04:135
0.0116,7.00E-04,-0.0245,48.8426,2,15.871,15:34:05:134
-0.0251,0.0022,0.0543,49.5776,2,15.562,15:34:06:137
-0.0113,0.0388,0.0072,49.421,2,15.555,15:34:07:136
-0.0122,0.0053,-0.0476,48.8259,2,27.065,15:34:08:135
0.0092,-0.0166,0.0167,49.4184,2,26.458,15:34:09:134
-0.0216,-0.003,0.0177,49.419,2,15.457,15:34:10:134
-9.00E-04,-5.00E-04,-0.0218,49.5785,2,15.487,15:34:11:135
0.0121,0.0138,-0.0249,50,2,42.848,15:34:12:135
-0.0205,-0.0037,0.0461,49.5808,2,16.069,15:34:13:136
0.0183,-0.0263,0.0233,49,2,21.261,15:34:14:135
-0.0194,0.0357,0.0174,49.1585,2,20.335,15:34:15:135
-0.0515,-0.0144,0.0166,49.4201,2,17.491,15:34:16:134
-0.0214,0.0264,-0.0293,48.5775,2,20.641,15:34:17:136
0.015,0.0333,0.009,47.841,2,15.37,15:34:18:135
-0.0256,0.0201,0.0111,47.838,2,15.326,15:34:19:134
-0.0339,0.0099,-0.0397,48.5901,2,15.41,15:34:20:135
0.0076,0.0353,-0.0142,47.8265,2,15.48,15:34:21:134
0.0158,0.0027,-0.0513,48.1588,2,15.457,15:34:22:135
0.0084,0,-0.0362,46.8421,2,15.372,15:34:23:134
-0.0044,-0.027,0.0704,48,2,15.471,15:34:24:135
-0.0414,-0.0318,-0.0709,48.5778,2,15.365,15:34:25:135
-0.0267,0.0063,0.0369,48.835,2,15.577,15:34:26:134
-0.0238,-0.0074,0.0288,48.1624,2,15.583,15:34:27:136
-0.0138,0.0382,-0.0243,47.4172,2,18.055,15:34:28:136
-0.0067,-0.0167,-0.025,47.5784,2,17.269,15:34:29:135
0.0112,0.014,-0.0727,47.4163,2,42.875,15:34:30:141
-0.0089,0.0034,-0.0185,47,2,35.69,15:34:31:135
-0.0368,0.0061,-0.0461,46.8453,2,18.832,15:34:32:134
-0.0279,-0.0327,0.0449,46.8387,2,41.884,15:34:33:135
0.0077,0.0017,-0.0489,48,2,15.419,15:34:34:134
-0.0251,0.0303,-0.0276,48.5783,2,15.467,15:34:35:134
0.0171,-0.0333,-0.0268,47.8307,2,22.134,15:34:36:135
0.002,0.0025,-0.0174,46.5816,2,15.389,15:34:37:137
0.0297,0.0211,-0.0178,46,2,40.788,15:34:38:135
0.0236,0.0333,0.0434,47,2,29.338,15:34:39:135
-0.0157,-0.029,0.0152,47.1609,2,16.202,15:34:40:135
0.0152,0.0253,0.0592,47.42,2,16.719,15:34:41:134
-0.0578,0.0263,-0.0416,47,2,44.167,15:34:42:134
-0.0065,-0.0016,0.0025,46.8253,2,15.346,15:34:43:134
0.0052,0.0356,0.0383,47.1729,2,15.429,15:34:44:136
-0.0301,0.0403,0.0504,46.8423,2,15.573,15:34:45:134
-0.0032,0.013,-0.0581,46.8304,2,18.011,15:34:46:136
-0.0079,-0.0243,0.0199,48,2,15.371,15:34:47:136
-0.0187,-0.0169,0.0607,47.5784,2,16.278,15:34:48:134
0.0166,-0.0181,-0.0164,47.4162,2,15.814,15:34:49:135
-0.0262,-0.0099,0.0327,46.8413,2,15.808,15:34:50:134
0.0048,-0.0036,-0.0228,46.8413,2,15.547,15:34:51:134
0.0165,0.0256,0.0429,47.5811,2,15.254,15:34:52:134
0.0062,-0.0245,0.0247,46.4186,2,15.421,15:34:53:135
0.0136,-0.0108,-0.0418,47.1619,2,15.361,15:34:54:135
-0.0135,-0.0581,-0.02,46.5778,2,15.325,15:34:55:136
0.0077,-0.0108,-0.0341,47,2,15.374,15:34:56:134
-0.0081,-0.0022,-0.0743,47.4207,2,15.457,15:34:57:134
