LINEAR ACCELERATION X,LINEAR ACCELERATION Y,LINEAR ACCELERATION Z,LIGHT (lux),PROXIMITY (m),SOUND LEVEL (dB),YYYY-MO-DD HH-MI-SS_SSS
-0.0042,-9.00E-04,-0.0101,50.4159,2,26.637,15:11:40:939
0.0233,0.0357,-0.0507,49.8328,2,25.89,15:11:41:939
-0.0342,-0.0471,0.0223,50,2,24.979,15:11:42:939
-0.0051,0.0011,-0.0225,49.8349,2,25.755,15:11:43:938
-0.0491,0.0088,0.0265,49,2,24.899,15:11:44:940
0.0459,0.0432,0.0409,50,2,25.938,15:11:45:939
6.00E-04,-0.0222,0.0299,49.8357,2,26.028,15:11:46:939
0.0159,-0.0121,-0.0289,50,2,27.094,15:11:47:938
-0.0048,0.0443,0.0217,49.8223,2,29.848,15:11:48:938
0.0014,0.0014,-0.0279,49.8379,2,25.227,15:11:49:939
0.0448,-0.0221,-0.0456,49.8324,2,25.703,15:11:50:940
-0.0152,0.0114,0.0521,49.8198,2,25.492,15:11:51:938
-0.0073,0.003,0.0442,50,2,26.248,15:11:52:939
0.0241,-0.0125,-0.0209,50.1879,2,27.367,15:11:53:939
-0.0129,0.0325,-0.0211,50.5876,2,25.63,15:11:54:938
-0.0337,-0.0182,-0.0201,50.1676,2,26.107,15:11:55:940
-0.0173,0.0408,0.0639,50.5859,2,26.631,15:11:56:938
-0.0153,0.0222,-0.0085,50.2031,2,25.251,15:11:57:939
-1.00E-04,0.0473,-0.0015,50.5759,2,24.998,15:11:58:939
0.014,-0.008,-0.0049,50.4169,2,26.626,15:11:59:941
-0.0013,-0.0109,0.0397,50.1894,2,25.474,15:12:00:939
0.008,-0.026,0.0212,50.4203,2,26.268,15:12:01:938
-0.0076,0.0041,-0.0047,50.1554,2,24.273,15:12:02:939
-0.0156,0.0419,0.0053,50.4056,2,25.839,15:12:03:939
0.0058,0.0258,-0.0015,51,2,27.149,15:12:04:940
-0.0031,-0.0077,0.0195,50.4133,2,27.198,15:12:05:939
0.0112,-0.0384,-0.0247,49.8178,2,26.584,15:12:06:938
-0.0212,0.0144,-9.00E-04,50.4092,2,27.181,15:12:07:940
0.0013,-0.02,-0.0142,49.8342,2,26.56,15:12:08:942
-0.0021,-0.0539,-0.0571,50.1771,2,27.731,15:12:09:939
0.0166,0.0067,-0.0192,50.5829,2,25.316,15:12:10:939
-0.0123,-1.00E-04,0.0271,50.1712,2,24.179,15:12:11:938
-0.0064,4.00E-04,0.0071,50.585,2,34.489,15:12:12:940
0.0301,0.0209,0.0077,51,2,27.132,15:12:13:938
0.0109,0.014,0.0026,50.4154,2,25.168,15:12:14:938
0.0118,0.0345,-0.0152,50.5863,2,26.491,15:12:15:939
-0.01,-0.0285,-0.0224,50.5792,2,24.49,15:12:16:940
-0.0075,0.0159,0.0774,50.5841,2,24.818,15:12:17:938
0.0091,-0.0481,-0.0168,50,2,26.137,15:12:18:938
0.0055,-0.0135,0.0128,49.8308,2,24.758,15:12:19:939
0.0124,0.0077,-0.0372,50.3992,2,25.759,15:12:20:939
0.0106,0.0165,0.0577,49.8064,2,26.121,15:12:21:938
-0.0167,0.0221,0.0087,50.4173,2,24.401,15:12:22:939
0.0081,0.0048,-0.0056,50.4047,2,26.704,15:12:23:939
-0.0099,-0.0152,-0.0578,50.408,2,26.253,15:12:24:939
0.0119,0.0129,-0.0205,50.1644,2,25.749,15:12:25:938
-0.0227,0.0029,-0.0188,50.408,2,26.183,15:12:26:938
-0.0201,-0.0325,-0.0119,51,2,25.504,15:12:27:938
-0.0103,-0.0152,0.0315,50.5798,2,24.038,15:12:28:939
0.0033,0.0118,-0.01,50.586,2,23.137,15:12:29:939
-0.0538,0.0068,0.0077,50.5872,2,29.06,15:12:30:939
0.026,0.0041,0.0449,50.1645,2,25.873,15:12:31:940
-0.0018,0.0225,0.0253,50.5865,2,26.499,15:12:32:939
-0.0331,-0.0064,0.0451,49.8037,2,26.331,15:12:33:941
0.0026,0.0076,0.0126,50.586,2,26.184,15:12:34:938
0.0177,0.0137,0,50.4164,2,25.032,15:12:35:939
-0.0253,0.0061,0.0541,50.6036,2,25.781,15:12:36:939
0.0056,-0.0274,-0.0575,50.5864,2,24.156,15:12:37:938
-0.0417,-0.0123,-0.0425,50.5831,2,26.638,15:12:38:939
0.0063,-0.02,-0.0195,50.5947,2,25.105,15:12:39:939
-0.0292,0.0151,-0.0383,50.5811,2,26.991,15:12:40:938
0.0055,0.0185,-0.0291,50.427,2,25.26,15:12:41:938
0.0193,0.0044,-0.0392,50.1876,2,26.011,15:12:42:940
0.0165,-0.0069,-0.0047,50.5784,2,25.251,15:12:43:939
-0.0057,-0.0171,-0.0025,49.8493,2,26.55,15:12:44:938
0.0213,-0.0261,-0.0067,50.4237,2,23.944,15:12:45:938
0.0123,-0.0198,-0.0257,49.4222,2,24.77,15:12:46:938
0.0216,0.0167,-0.0194,50.423,2,25.071,15:12:47:942
0.0173,0.0023,0.0635,50.7519,2,26.67,15:12:48:938
0.0138,-0.0207,0.0251,50.4138,2,25.817,15:12:49:940
-0.0077,0.0031,0.0108,50.1458,2,27.243,15:12:50:938
0.0175,-0.0322,0.0504,50.578,2,29.529,15:12:51:939
0.0238,-0.003,-0.0096,50.5837,2,27.011,15:12:52:938
0.0027,-0.008,-0.004,50.5819,2,25.396,15:12:53:939
0.0316,0.0023,-0.002,50.1687,2,25.24,15:12:54:939
0.0135,-0.0025,-0.0616,49.4147,2,29.116,15:12:55:938
-0.0262,0.0096,-0.0083,50.5775,2,26.526,15:12:56:939
-0.0206,0.0056,0.0156,50.4243,2,28.8,15:12:57:938
-0.013,-0.0176,-0.0147,50.4146,2,26.554,15:12:58:939
-0.004,0.0053,-0.0165,50.5795,2,25.015,15:12:59:938
0.0174,-0.0368,0.0213,51.156,2,26.298,15:13:00:942
0.0078,-0.0053,-0.0955,50.5858,2,27.685,15:13:01:938
-0.0153,0.0316,0.0453,51.5924,2,25.988,15:13:02:938
-0.0029,-0.0279,0.0111,50.5786,2,27.192,15:13:03:938
-0.0165,0.014,-0.0069,50.1585,2,25.822,15:13:04:939
0.0475,0.0232,-0.0735,50.5774,2,26.252,15:13:05:938
-0.0097,0.0023,0.0193,50.5821,2,27.593,15:13:06:938
-0.0437,-0.0209,-0.0124,50.5844,2,26.928,15:13:07:939
-0.0319,0.0114,0.0098,50.5812,2,27.675,15:13:08:940
-0.0082,-0.026,-0.0508,51,2,26.425,15:13:09:938
0.0146,-0.0285,0.0045,50.8284,2,25.584,15:13:10:938
0.0054,0.0018,-0.0014,50.4156,2,27.071,15:13:11:938
0.006,-0.0196,0.0209,50.8354,2,25.48,15:13:12:940
0.0347,0.0198,0.0228,50.4092,2,25.13,15:13:13:943
0.0048,-0.0038,0.0491,50.5899,2,25.278,15:13:14:941
-0.0045,-0.0026,0.0302,50.4139,2,27.303,15:13:15:938
5.00E-04,-0.0104,0.0216,51.1787,2,25.876,15:13:16:940
0.0014,-0.0128,-9.00E-04,50.3932,2,24.469,15:13:17:938
0.027,-0.0145,0.0197,51.1673,2,24.615,15:13:18:938
-0.0138,-0.0058,0.0485,51.5757,2,24.424,15:13:19:939
0.0109,-0.0222,-0.0593,51.1667,2,25.471,15:13:20:938
-9.00E-04,0.0176,-0.0305,51,2,24.738,15:13:21:940
-0.0084,0.0297,-0.0166,51.1856,2,25.302,15:13:22:940
0.0074,-0.0212,0.0897,51,2,25.464,15:13:23:939
-0.0208,0.0383,0.0117,51.1624,2,24.807,15:13:24:938
-0.0206,0.0099,0.0045,51,2,27.15,15:13:25:938
0.0271,-3.00E-04,-0.0107,51.5859,2,27.511,15:13:26:940
0.0335,-0.005,0.0074,51.5795,2,26.702,15:13:27:939
-0.008,0.006,-0.0474,50.1687,2,25.604,15:13:28:938
-0.0098,0.0091,-0.0115,50.5833,2,25.412,15:13:29:937
0.0181,-0.0233,0.0306,50.5732,2,26.385,15:13:30:938
0.0168,0.0109,0.0142,50.4023,2,24.768,15:13:31:940
-0.0262,0.0209,0.0069,50.4067,2,26.183,15:13:32:939
0.0094,-0.001,0.0278,50.5834,2,28.766,15:13:33:942
0.0184,-0.0105,-0.0058,50.4051,2,26.755,15:13:34:940
0.0031,-0.0596,0.0042,51.4048,2,27.8,15:13:35:939
0.0081,0.0044,0.0271,51,2,28.461,15:13:36:939
-0.0019,-0.0106,-0.0308,51.2043,2,27.865,15:13:37:939
-0.0334,-0.0127,0.0377,51,2,29.84,15:13:38:939
-0.0221,0.026,-0.0217,51.1686,2,28.583,15:13:39:938
-0.0035,-0.0458,0.0632,50.4033,2,28.943,15:13:40:939
-0.0113,-0.0327,-0.0114,50.8033,2,28.95,15:13:41:939
0.0228,0.019,-0.024,50.5816,2,29.58,15:13:42:938
0.0022,-0.0179,-0.0562,50.8004,2,25.32,15:13:43:941
0.011,-0.0044,-0.0338,51.4039,2,27.428,15:13:44:939
0.0053,0.0274,-0.0011,51,2,25.865,15:13:45:939
0.0396,0.0264,-0.0073,50.8288,2,26.052,15:13:46:938
0.0139,0.0011,-0.0354,50,2,23.992,15:13:47:939
-0.0125,0.0191,0.0196,51.1501,2,26.591,15:13:48:939
-0.0359,-0.0078,-0.012,51.5838,2,26.463,15:13:49:938
0.0016,0.0218,0.0333,51.2019,2,26.149,15:13:50:939
0.0164,-0.0063,0.0331,51.5887,2,26.749,15:13:51:939
-0.0282,0.0081,-0.0242,51.5867,2,26.951,15:13:52:940
0.029,-0.0258,0.049,50.8324,2,25.752,15:13:53:939
-0.0114,0.0056,-0.0849,50.4167,2,26.947,15:13:54:939
0.0419,-0.0019,-0.0347,50.8345,2,24.177,15:13:55:939
-0.0086,0.0035,0.0336,50.8295,2,25.743,15:13:56:940
0.0105,0.0057,-0.0112,50.8275,2,25.186,15:13:57:939
-0.0124,-0.0068,0.0248,50.828,2,25.113,15:13:58:938
-0.0253,0.0112,-0.031,50.5782,2,25.253,15:13:59:939
-0.0026,0.0337,0.0495,50.8275,2,26.595,15:14:00:942
-0.0155,0.0185,0.0238,50.416,2,26.505,15:14:01:937
-0.0035,0.0083,-0.0403,50.4278,2,26.443,15:14:02:938
0.0149,0.0082,-0.026,51.1814,2,28.817,15:14:03:938
0.0142,0.0257,-0.0584,51.1566,2,26.157,15:14:04:939
-0.0211,-0.0157,-0.0016,50.4163,2,24.554,15:14:05:938
-0.001,0.0151,0.0154,51.1826,2,27.045,15:14:06:938
-0.0203,0.0358,-0.028,51.4156,2,27.218,15:14:07:939
0.0128,0.0262,0.0073,50.8277,2,29.824,15:14:08:939
0.0151,0.0135,-0.0102,51.2248,2,26.143,15:14:09:939
0.0402,0.0108,-0.0969,51.5856,2,24.935,15:14:10:939
-0.0253,-0.0114,-0.0428,51.408,2,27.336,15:14:11:939
-0.02,-0.0086,0.0537,51.4175,2,26.334,15:14:12:940
-0.0197,-0.0053,0.0063,50.8265,2,25.443,15:14:13:940
-0.0119,0.0126,0.0019,51.4259,2,27.675,15:14:14:938
0.0071,-0.0026,3.00E-04,50.8301,2,24.177,15:14:15:939
-6.00E-04,0.0092,-0.017,51.416,2,26.035,15:14:16:939
-0.0244,-0.0351,-0.0869,50.8323,2,26.066,15:14:17:939
-0.0232,0.0022,0.0181,51,2,24.361,15:14:18:939
-0.0051,0.0307,-0.0279,50.8339,2,25.044,15:14:19:938
-0.0021,0.031,0.0166,51.5859,2,27.095,15:14:20:939
0.0039,0.0025,-0.0782,50.7758,2,25.336,15:14:21:938
-0.0369,-0.045,-0.0425,51.415,2,26.376,15:14:22:939
-0.0519,0.0013,-7.00E-04,50.411,2,25.584,15:14:23:939
-0.0214,0.0321,0.0447,51.5824,2,23.903,15:14:24:938
0.0102,-0.0115,0.0046,51.1698,2,25.027,15:14:25:939
0.0337,-0.0255,-0.0316,51.5903,2,24.272,15:14:26:939
-0.0238,0.0162,0.0109,51.5792,2,24.958,15:14:27:939
-0.0071,0.0273,0.0275,51.5853,2,26.724,15:14:28:939
0.003,0.0045,-0.0205,51.5897,2,25.064,15:14:29:939
0.0136,-0.0031,-0.0205,51.4191,2,25.327,15:14:30:939
0.0297,-0.0127,0.0216,51.5795,2,26.35,15:14:31:938
0.039,-0.0186,-0.0207,50.8157,2,26.884,15:14:32:938
0.0215,0.0321,0.0037,51.5812,2,25.446,15:14:33:938
-0.0149,-0.0061,0.0783,51.4144,2,25.486,15:14:34:938
0.016,0.0207,0.0016,51.5938,2,28.068,15:14:35:940
-0.0232,0.0241,0.0021,50.8343,2,26.032,15:14:36:939
-0.0228,-0.0048,-0.0241,51.4192,2,28.602,15:14:37:938
-0.0084,0.0107,0.0502,50.8106,2,26.12,15:14:38:939
-0.0149,-0.005,0.0518,51.416,2,25.604,15:14:39:940
0.0127,0.0095,0.0553,50.8245,2,26.02,15:14:40:940
0.0111,-0.0024,0.0308,51.5969,2,26.622,15:14:41:939
0.0039,-0.0011,-0.0119,51.583,2,25.983,15:14:42:939
0.0101,-0.0181,0.0411,51.1804,2,26.659,15:14:43:939
-0.0022,-0.0048,-0.0251,52,2,25.615,15:14:44:939
-0.0034,-0.039,0.0012,51.4135,2,26.851,15:14:45:939
-0.0271,-0.0082,-0.0031,51.4121,2,24.147,15:14:46:938
0.0423,0.0028,-0.0425,51.4141,2,22.815,15:14:47:939
0.0361,-0.0279,-0.0204,51.4193,2,33.632,15:14:48:939
0.007,0.0158,-0.0726,51.8185,2,25.157,15:14:49:940
0.0203,-0.0051,0.006,51.3942,2,23.724,15:14:50:939
0.0215,-0.0202,-0.0464,51.5843,2,23.64,15:14:51:939
0.0227,0.0071,-0.0431,51.4148,2,25.007,15:14:52:941
0.0125,-0.0122,-0.0312,51.6048,2,25.435,15:14:53:939
0.0059,0.0098,-0.0497,51.4169,2,25.938,15:14:54:938
0.0196,-0.0229,0.0466,51.1691,2,26.903,15:14:55:938
0.0189,-0.0293,0.0203,51.6064,2,25.229,15:14:56:937
-0.0279,-0.0073,-0.0391,51.1678,2,26.828,15:14:57:939
0.0117,0.0152,0.0213,52,2,26.104,15:14:58:938
-0.0015,0.0169,0.0338,52,2,25.673,15:14:59:938
-0.0223,0.0268,-0.0275,52.1661,2,25.23,15:15:00:940
0.0215,-0.0091,-0.0881,52.5893,2,25.691,15:15:01:939
-0.0148,0.0411,-0.0184,51.6008,2,26.515,15:15:02:938
0.0043,0.0318,0.0468,51.5829,2,25.77,15:15:03:939
-0.0069,4.00E-04,0.0239,50.8338,2,24.796,15:15:04:939
-0.0104,-0.0341,0.0057,51.612,2,24.678,15:15:05:939
0.0037,0,0.048,51.1656,2,26.125,15:15:06:939
0.0183,-0.0183,-0.0812,52,2,24.795,15:15:07:941
-0.0069,-0.0017,0.0244,52.3968,2,26.646,15:15:08:939
-0.0175,-0.0104,0.0348,51.4146,2,26.383,15:15:09:939
-0.0097,-0.0619,-0.0213,51.5828,2,30.117,15:15:10:944
0.017,0.0496,-0.0215,51.5822,2,28.806,15:15:11:940
0.0171,0.0103,0.0228,52.1711,2,25.744,15:15:12:939
0.0134,0.0036,0.0155,51.2447,2,26.85,15:15:13:939
-0.0217,-0.0133,0.067,51.4176,2,28.33,15:15:14:939
-0.0271,0.0111,-0.049,50.5845,2,26.279,15:15:15:939
-0.0023,0.0343,6.00E-04,52,2,25.741,15:15:16:940
0.0052,-0.0221,-0.0137,51.5851,2,24.798,15:15:17:939
-0.0233,0.0245,0.0102,51.4153,2,25.864,15:15:18:939
-0.0043,-0.0102,0.0267,51.1911,2,25.829,15:15:19:940
-0.0197,0.0247,0.0399,51.1693,2,26.572,15:15:20:939
-0.0025,-0.0087,-0.0234,51.5843,2,27.116,15:15:21:938
-0.013,0.0273,-0.0334,52,2,28.222,15:15:22:938
-0.0125,0.0036,0.0359,51.5824,2,24.166,15:15:23:939
0.0226,0.0135,-0.0175,53,2,27.029,15:15:24:939
-0.0297,0.0121,0.0201,52.5833,2,29.924,15:15:25:939
-0.0199,0.0159,-0.0028,51.8327,2,27.527,15:15:26:939
-0.0046,-0.0017,0.0065,52.4195,2,27.982,15:15:27:939
0.0137,-8.00E-04,0.0099,51.8051,2,25.119,15:15:28:941
0.0164,0.0358,0.0191,51.5838,2,25.744,15:15:29:938
0.0247,-0.0232,0.0267,52.2065,2,26.048,15:15:30:940
-0.0169,-0.0057,-0.0126,52,2,27.032,15:15:31:939
0.0115,-0.0107,0.012,51.8307,2,26.581,15:15:32:939
0.0232,-0.0045,-0.0118,52.3918,2,26.986,15:15:33:941
-0.0065,0.0109,-0.0419,51.8251,2,26.453,15:15:34:940
0.0135,0.0179,0.0315,52,2,27.81,15:15:35:939
-0.0057,-0.0219,-0.0163,52.2043,2,25.136,15:15:36:939
0.0203,0.002,-0.0388,52.5794,2,27.965,15:15:37:939
0.0226,0.0097,-0.0313,52.4165,2,27.565,15:15:38:939
0.021,0.0048,-0.0812,52.6073,2,26.745,15:15:39:939
0.0135,0.0068,0.0124,52.4168,2,31.148,15:15:40:939
-0.0043,-0.015,0.0313,52.5839,2,25.667,15:15:41:939
0.0145,0.0206,0.0019,52.4163,2,25.518,15:15:42:940
-0.0173,0.0232,-0.0464,51.8329,2,26.898,15:15:43:940
-0.0094,0.0083,0.0326,52.4128,2,26.714,15:15:44:939
-0.0261,-0.0198,-0.0089,51.4163,2,28.536,15:15:45:946
-0.0235,0.024,-0.0537,52.174,2,26.23,15:15:46:939
-0.0286,0.0038,-0.0276,52.182,2,28.006,15:15:47:939
0.0033,-0.0035,-0.0159,51.8344,2,27.339,15:15:48:939
0.0046,0.0215,-0.0595,51.8192,2,25.971,15:15:49:939
-0.0084,-0.0418,0.0076,52.1914,2,27.939,15:15:50:939
-0.0096,-0.0114,0.043,52.4158,2,28.529,15:15:51:939
-0.0025,0.0097,-0.0274,51.8311,2,26.897,15:15:52:938
-0.0196,9.00E-04,-0.0643,52.5739,2,26.839,15:15:53:939
-0.0178,0.0074,-0.0205,51.8301,2,27.448,15:15:54:942
-0.0014,-0.0212,0.0158,52.4166,2,26.119,15:15:55:939
0.0296,-0.01,0.0374,51.8247,2,26.474,15:15:56:939
-0.0139,-0.0254,-0.0163,52.1656,2,26.791,15:15:57:938
0.0099,-0.0015,-0.0323,52.5959,2,26.088,15:15:58:939
0.0239,-0.0222,-0.0198,52.1879,2,28.687,15:15:59:939
-0.0107,-0.0145,-0.0202,52.5838,2,26.431,15:16:00:938
-0.0084,0.0179,0.0177,52.4168,2,27.91,15:16:01:939
-0.0054,0.0035,0.0209,52.5925,2,26.511,15:16:02:938
-0.0085,0.0267,0.0583,52.416,2,28.524,15:16:03:939
0.0204,-0.002,-0.001,52.5837,2,29.88,15:16:04:938
0.002,-0.0443,-0.0054,52.4157,2,28.088,15:16:05:939
0.0263,-0.0529,0.0077,52.183,2,27.44,15:16:06:940
-0.024,-0.007,0.0098,52.418,2,24.84,15:16:07:940
-0.0026,0.0219,-0.0354,52.4142,2,27.12,15:16:08:939
-0.0342,-0.0143,-7.00E-04,52.156,2,27.494,15:16:09:938
0.0126,0.0384,0.0352,52.584,2,24.95,15:16:10:939
0.004,-0.0178,0.0251,52.1678,2,25.32,15:16:11:938
0.0208,-0.0292,0.0539,52.5726,2,24.353,15:16:12:941
0.036,-0.0309,0.0061,52.4152,2,27.362,15:16:13:939
-0.0431,-0.032,-0.0344,51.8324,2,25.689,15:16:14:938
0.0339,-0.0153,0.0295,53,2,26.522,15:16:15:940
0.0285,-0.0031,0.0181,52.1742,2,25.203,15:16:16:938
-0.0134,0.0077,0.045,52.6003,2,22.185,15:16:17:939
-0.0138,-0.0065,-0.0267,52.178,2,25.294,15:16:18:938
-7.00E-04,0.0238,-0.0858,52.4171,2,26.263,15:16:19:940
-0.0128,-0.0034,0.005,52.4146,2,29.296,15:16:20:939
-0.0178,4.00E-04,-0.0502,52.4033,2,27.67,15:16:21:939
0.0036,0.0037,-0.0218,51.8312,2,28.256,15:16:22:939
-0.0038,0.0089,0.0496,52.4154,2,25.952,15:16:23:939
-0.009,0.0225,0.0105,51.8038,2,26.613,15:16:24:955
-0.0408,0.0929,0.0372,51.8311,2,31.16,15:16:25:938
-0.0369,0.0716,0.0177,52,2,33.088,15:16:26:940
0.0095,0.0068,0.0019,51.7937,2,31.702,15:16:27:938
-0.0221,-0.087,-0.0377,52,2,42.288,15:16:28:939
-0.0131,0.0063,0.0034,51,2,35.281,15:16:29:938
-0.0167,-0.0213,0.0062,52.3975,2,27.47,15:16:30:939
-0.0069,-0.004,0.0196,51.8292,2,32.133,15:16:31:938
-0.0102,0.0189,-0.04,52.1655,2,30.626,15:16:32:939
-0.0166,-0.0088,0.0217,53,2,32.933,15:16:33:939
0.004,-0.0138,-0.0085,52.8304,2,35.299,15:16:34:938
0.0135,-6.00E-04,0.0234,52.4129,2,43.649,15:16:35:939
0.0095,0.0197,0.0103,52.4134,2,37.848,15:16:36:940
0.0246,-0.09,-0.0098,52.5853,2,38.754,15:16:37:939
0.0058,-0.03,0.0085,52,2,32.648,15:16:38:940
-0.0126,0.0042,0.0326,52.5825,2,29.603,15:16:39:939
-0.0185,0.0265,0.0941,53.1854,2,29.862,15:16:40:939
-0.0029,0.0341,-0.0619,52.405,2,37.773,15:16:41:940
0.0035,0.0076,-0.0505,52.1969,2,33.968,15:16:42:939
0.01,-0.0397,0.0377,52.5844,2,35.081,15:16:43:939
0.0149,0.0186,7.00E-04,52.1725,2,36.577,15:16:44:939
0.0089,-0.0323,-0.0513,52.5818,2,34.854,15:16:45:938
-0.0264,0.0149,0.0043,52.1661,2,29.115,15:16:46:939
-0.006,-0.0015,-0.0299,52.5856,2,30.734,15:16:47:939
0.0206,0.0022,0.0441,52.1686,2,30.405,15:16:48:939
-0.0307,0.0274,0.0211,52.5796,2,29.636,15:16:49:939
-0.0014,-0.0378,0.0073,52.4204,2,31.571,15:16:50:945
0.0263,-0.0362,0.0485,52.5845,2,30.313,15:16:51:939
0.0231,-0.0079,-0.0678,51.8329,2,29.225,15:16:52:938
0.0048,-0.0129,-0.0629,52.5914,2,30.794,15:16:53:938
-0.0229,0.0122,-0.0223,51.8552,2,33.552,15:16:54:938
-0.022,-0.0135,-0.0157,51.8483,2,29.704,15:16:55:938
-0.0345,-0.0043,0.0432,52.147,2,31.6,15:16:56:938
0.0335,-0.0143,-0.015,52.5824,2,26.213,15:16:57:938
-0.0035,0.0445,0.0152,51.8411,2,26.159,15:16:58:938
-0.0128,0.0135,-0.0574,52.4248,2,30.749,15:16:59:938
-0.0472,-0.0096,-7.00E-04,51.8377,2,32.709,15:17:00:939
-0.0052,0.0036,0.029,52.4211,2,29.127,15:17:01:938
8.00E-04,-0.0567,0.1292,52.5972,2,31.277,15:17:02:939
0.0245,0.0082,-0.0088,52.422,2,34.107,15:17:03:938
-0.009,-0.0204,-0.0341,51.8398,2,36.78,15:17:04:939
-0.0024,0.0309,0.0024,51.8328,2,35.093,15:17:05:939
0.0149,0.0247,-0.0024,51.4163,2,31.057,15:17:06:939
0.0085,-0.0086,0.0252,52.1897,2,28.914,15:17:07:939
-0.0113,-0.1073,0.1171,49.5791,2,28.343,15:17:08:938
0.0147,0.008,0.0462,49.5731,2,27.868,15:17:09:938
1.8536,0.0478,1.216,49.1479,2,33.262,15:17:10:938
-0.1475,-0.2617,-0.4506,8.4279,2,29.718,15:17:11:938
-0.3479,-0.113,0.1603,8,2,29.343,15:17:12:938
-0.5989,-0.1575,-0.2956,7,2,27.527,15:17:13:938
-0.0868,0.0236,-0.1249,7.4252,2,29.131,15:17:14:938
-1.0658,-0.4895,-0.064,7.4252,2,29.331,15:17:15:938
0.0934,0.0154,0.0999,7,2,31.461,15:17:16:937
-0.2008,0.0847,-0.0874,7,2,26.301,15:17:17:938
-0.0157,-0.0812,0.0783,7.4313,2,34.202,15:17:18:938
0.0527,0.2296,0.7211,10.2922,2,29.949,15:17:19:939
0.7086,-0.4861,1.3199,14.9871,0,31.472,15:17:20:937
-0.487,0.2001,-0.1842,14.5732,2,25.584,15:17:21:937
-0.5197,-0.1154,-0.2974,12.1462,2,24.604,15:17:22:938
-0.4359,-0.2201,-0.0608,8,2,26.579,15:17:23:937
-0.1578,0.1348,0.0163,8.4315,2,25.921,15:17:24:938
0.0091,-0.0499,0.9714,5.5731,2,26.376,15:17:25:937
0.452,-0.3721,0.3512,5,2,29.22,15:17:26:938
-0.2918,0.0331,-0.0378,8.729,2,30.07,15:17:27:938
-0.1552,0.037,-0.28,8.8425,0,28.014,15:17:28:938
-1.0457,-0.4755,-3.9713,7.4182,0,24.338,15:17:29:938
-0.105,0.0129,0.3112,9.8089,2,27.805,15:17:30:938
-0.0614,-0.0448,-0.3299,12.8535,2,32.683,15:17:31:938
0.0089,-0.1921,-1.0539,14.4313,2,29.951,15:17:32:938
-0.5934,0.0733,0.8092,9.4299,2,24.939,15:17:33:937
1.0619,-0.1844,-0.1522,7,2,31.343,15:17:34:938
0.4704,-0.7829,-1.2861,6.5756,2,32.489,15:17:35:937
-0.4348,0.5906,-0.216,10.5848,2,28.697,15:17:36:938
-1.711,0.7504,-0.7464,10.5726,2,37.675,15:17:37:938
-0.5644,-0.1351,-0.3057,8.5751,2,52.13,15:17:38:938
